lexeme,gen
tartarinade,f
tartelette,f
tartempion,m
tartine,f
tartiss,m
tartouille,f
tartre,m
tartufe,m
tartuferie,f
tas,m
tasmanien,m
tasseau,m
tassement,m
tassili,m
taste-vin,m
tata,f
tatami,m
tatane,f
tatar,m
tatillon,m
tatillonne,f
tatin,f
tatouage,m
tau,m
taube,m
taularde,f
taulier,m
taulière,f
taupicide,m
taupin,m
taupinée,f
taupinière,f
taure,f
taureau,m
taurillon,m
taurobole,m
tauromachie,f
tautologie,f
tavel,m
tavelure,f
taverne,f
taxation,f
taxaudier,m
taxi-auto,m
taxi-brousse,m
taxi-girl,f
taxi,m
taxidermie,f
taximan,m
taximètre,m
taxinomie,f
taxiphone,m
taxonomie,f
taylorisme,m
tchadien,m
tchador,m
tchatche,f
tcherkesse,m
tchernoziom,m
tchetnik,m
te deum,m
tea-room,m
teaser,m
tec,m
technétium,m
technicien,m
technicienne,f
technicité,f
technico-commercial,m
technicolor,m
techno,f
technocratisme,m
technologie,f
teckel,m
tectonique,f
tee,m
tefillin,m
téflon,m
tégénaire,f
tégument,m
teigne,f
teinturerie,f
teinturière,f
tél,m
télé,f
téléachat,m
téléavertisseur,m
télécabine,f
télécarte,f
téléchargement,m
télécinéma,m
télécom,f
télécommande,f
télécommunication,f
téléconférence,f
télécopieur,m
télécran,m
télédiffusion,f
téléfax,m
téléférique,m
téléfilm,m
télégénie,f
télégramme,m
télégraphe,m
télégraphie,f
télègue,f
téléguidage,m
télékinésie,f
télémark,m
télémarketing,m
télémesure,f
télémètre,m
télémétrie,f
télencéphale,m
téléobjectif,m
télépathie,f
téléphonage,m
téléphone,m
téléphonie,f
téléport,m
téléportation,f
téléprompteur,m
téléreportage,m
téléroman,m
télescopage,m
télescope,m
télescripteur,m
télésiège,m
téléski,m
téléspectateur,m
téléspectatrice,f
télésurveillance,f
télétexte,m
télétravail,m
télétravailleuse,f
télétype,m
télévendeur,m
télévente,f
téléviseur,m
télévision,f
télex,m
tellure,m
téloche,f
telson,m
tem,m
témérité,f
témoignage,m
témoin-clé,m
témoin-vedette,m
témoin,m
tempera,f
tempérament,m
tempérance,f
température,f
tempête,f
templier,m
tempo,m
temporal,m
temporalité,f
temporisation,f
tempura,f
ténacité,f
tenancier,m
tenancière,f
tenant,m
tendance,f
tendelet,m
tendeur,m
tendinite,f
tendresse,f
tendreté,f
ténèbre,f
ténèbres,f
ténébrionidé,m
tennis-ballon,m
tennis-club,m
tennis,m
tennisman,m
ténor,m
tenseur,m
tensiomètre,m
tension,f
tentacule,m
tentative,f
tentatrice,f
tentiaire,f
tenue,f
ténuité,f
tenure,f
tepidarium,m
tequila,f
téraoctet,m
tératome,m
tercet,m
tercio,m
térébenthine,f
térébinthe,m
terme,m
terminaison,f
terminal,m
terminale,f
terminateur,m
terminologie,f
termite,m
termitière,f
terra incognita,f
terrage,m
terrain,m
terramycine,f
terraplane,m
terrarium,m
terrasse,f
terrassement,m
terrasson,m
terre-neuvas,m
terre-neuvien,m
terreur,f
terri,m
terrien,m
terrienne,f
terrier,m
terrine,f
territoire,m
territorialité,f
terroir,m
terrorisme,m
tertiaire,m
tertre,m
tesla,m
tessiture,f
test-match,m
testeur,m
testeuse,f
testicule,m
teston,m
testostérone,f
testu,m
têt,m
tétanie,f
tétanisation,f
tétanos,m
têtard,m
tête-à-queue,m
tête-à-tête,m
tête-bêche,m
tête-de-nègre,m
tête,f
tétée,f
tétère,f
têtes-de-loup,f
téteur,m
têtière,f
tétin,m
tétine,f
téton,m
tétra,m
tétrachlorure,m
tétracycline,f
tétradrachme,m
tétragone,f
tétragramme,m
tétralogie,f
tétramètre,m
tétraplégie,f
tétrarque,m
tétras,m
tétrodotoxine,f
teuton,m
teutonne,f
tévé,f
texane,f
texte,m
textile,m
textologie,f
texture,f
thaï,m
thaïlandais,m
thalamus,m
thalassémie,f
thalassothérapie,f
thaler,m
thalidomide,f
thallium,m
thalweg,m
thanatologie,f
thanatopraxie,f
thanatos,m
thaumaturgie,f
théâtralité,f
théâtre,m
théâtreuse,f
théâtreux,m
thébaïde,f
thébaïne,f
théier,m
théière,f
théine,f
thématique,f
théodolite,m
théologie,f
théologien,m
théologienne,f
théophylline,f
théorbe,m
théorème,m
théoricien,m
théoricienne,f
théorie,f
théosophie,f
thérapeutique,f
thérapie,f
thermes,m
thermidor,m
thermique,f
thermite,f
thermo,m
thermodynamique,f
thermoformage,m
thermographe,m
thermographie,f
thermoluminescence,f
thermomètre,m
thermos,m
thermostat,m
thésard,m
thesaurus,m
thèse,f
thêta,m
thiamine,f
thibaude,f
thomas,m
thomisme,m
thonier,m
thoracentèse,f
thoracotomie,f
thorax,m
thorine,f
thoron,m
thrène,m
thrill,m
thrombolyse,f
thug,m
thuriféraire,m
thuya,m
thymectomie,f
thymine,f
thymus,m
thyréotoxicose,f
thyroïde,f
thyroïdectomie,f
thyroxine,f
thyrse,m
tiama,m
tian,m
tiare,f
tiaré,m
tibétain,m
tic-tac,m
tic,m
ticket,m
ticson,m
tie-break,m
tiédeur,f
tien,m
tierce,f
tiercefeuille,f
tiercelet,m
tiers-état,m
tiers-mondisme,m
tiers-ordre,m
tiers-point,m
tiers,m
tige,f
tigelle,f
tignasse,f
tigre,m
tigresse,f
tigrure,f
tiki,m
tillac,m
tille,f
tilleul,m
tilt,m
timbalier,m
timbrage,m
timbre-poste,m
timbre,m
time-sharing,m
timing,m
timonerie,f
timonier,m
tine,f
tinée,f
tintamarre,m
tintement,m
tintinnabulement,m
tintouin,m
tipule,f
tique,f
tirade,f
tiraillement,m
tiraillerie,f
tirailleur,m
tiramisu,m
tirant,m
tire-au-cul,m
tire-au-flanc,m
tire-botte,m
tire-bouchon,m
tire-bouton,m
tire-d'aile,f
tire-fesse,f
tire-jus,m
tire-laine,m
tire-lait,m
tire-larigot,f
tire-ligne,m
tire-lire,m
tirée,f
tirelire,f
tireur,m
tisane,f
tisanière,f
tisonnier,m
tisserand,m
tisserande,f
tisseuse,f
tissu-éponge,m
tissuterie,f
tissutier,m
titan,m
titane,m
titi,m
titillation,f
titillement,m
titisme,m
titrage,m
titubation,f
titubement,m
titularisation,f
toast,m
toaster,m
toboggan,m
toc,m
tocade,f
tocante,f
tocard,m
toccata,f
tocsin,m
toffee,m
togolais,m
togolaise,f
toile,f
toilettage,m
toilette,f
toiletteur,m
toison,f
tokamak,m
tokay,m
tokharien,m
tolar,m
tolérance,f
tôlerie,f
tolet,m
tôlier,m
tollé,m
tolu,m
toluène,m
toluidine,f
tom-pouce,m
tom-tom,m
tom,m
tomahawk,m
toman,m
tomate,f
tombe,f
tombée,f
tombereau,m
tombeuse,f
tombola,f
tomette,f
tomme,f
tommy,m
tomodensitomètre,m
tomodensitométrie,f
tomographe,m
tomographie,f
tonalité,f
toner,m
tonicardiaque,m
tonicité,f
tonie,f
tonitruance,f
tonka,f
tonkinois,m
tonkinoise,f
tonne,f
tonneau,m
tonnelet,m
tonnelier,m
tonnelle,f
tonnellerie,f
tonsure,f
tonton,m
tonus,m
top model,f
top,m
topaze,f
topette,f
tophus,m
topinambour,m
topless,m
topo,m
topographie,f
topologie,f
toponymie,f
torana,m
torche-cul,m
torchée,f
torchère,f
torchis,m
torchon,m
tord-boyaux,m
tord-nez,m
tordage,m
tordeur,m
tordion,m
tore,m
toréador-vedette,m
toréador,m
torera,f
torero,m
torgnole,f
toril,m
tornade,f
torpédo,f
torpeur,f
torpillage,m
torpille,f
torque,m
torréfaction,f
torrent,m
torsade,f
tortellini,m
torticolis,m
tortil,m
tortillard,m
tortille,f
tortillement,m
tortillon,m
tortore,f
torture,f
tortureur,m
tory,m
toscan,m
toss,m
tôt-fait,m
total,m
totalisateur,m
totalisation,f
totalitarisme,m
totalité,f
totem,m
totémisme,m
toto,m
toton,m
touareg,m
toubab,m
toubib,m
toucan,m
touche-pipi,m
touche-touche,f
touche,f
toucher,m
touchette,f
touchotter,m
toue,f
touffe,f
touffeur,f
touille,f
toulonnais,m
touloupe,f
toulousaine,f
toundra,f
toupet,m
toupie,f
toupilleur,m
touque,f
tourbe,f
tourbier,m
tourbière,f
tourbillonnement,m
tourde,f
touret,m
tourière,f
tourillon,m
tourisme,m
tourlourou,m
tourlousine,f
tourmaline,f
tourmente,f
tourmenteur,m
tourmentin,m
tournage,m
tourne-disque,m
tournebroche,m
tournée,f
tournemain,m
tournement,m
tournerie,f
tournesol,m
tournette,f
tourneur,m
tourneuse,f
tourniquet,m
tournoi,m
tournoiement,m
tourte,f
tourteau,m
tourtereau,m
tourterelle,f
tourtière,f
toussaint,f
tout-à-l'égout,m
tout-étoile,m
tout-fait,m
tout-paris,m
tout-petit,m
tout-puissant,m
tout-terrain,m
tout-venant,m
toutou,m
toxicité,f
toxicologie,f
toxicomanie,f
toxine,f
toxique,m
toxoplasmose,f
traban,m
traboule,f
trabuco,m
trac,m
traçabilité,f
traçage,m
tracas,m
tracasserie,f
tracassière,f
tracassin,m
trace,f
traceur,m
trachée-artère,f
trachée,f
trachéite,f
trachéotomie,f
trachome,m
tractage,m
traction-avant,f
tractopelle,f
trader,m
traduc,f
traduction,f
traductrice,f
traficoteur,m
trafiquant-espion,m
trafiquant,m
trafiquante,f
tragédie,f
tragédien,m
tragédienne,f
tragi-comédie,f
tragique,m
trahison,f
train-train,m
traînage,m
traînard,m
traînarde,f
traîne-misère,m
traîne-patins,m
traîne-savate,m
traîne-semelles,m
traîne,f
traîneau,m
traînée,f
traînement,m
traîneur,m
traîneuse,f
trainglot,m
traînier,m
training,m
trait,m
traité,m
traitement,m
traiteur,m
traître,m
traîtresse,f
traîtrise,f
trajectographie,f
trajectoire,f
trâlée,f
tram,m
tramail,m
tramontane,f
tramp,m
tramway,m
tranchage,m
tranchant,m
tranche-montagne,m
tranche,f
tranchecaille,f
tranchée-abri,f
tranchée,f
tranchelard,m
tranchet,m
trancheur,m
trancheuse,f
tranquille,m
tranquillité,f
transaction,f
transaminase,f
transbordement,m
transbordeur,m
transcendance,f
transcriptase,f
transcripteur,m
transcription,f
transducteur,m
transduction,f
transe,f
transept,m
transfèrement,m
transfert,m
transfiguration,f
transfiguratrice,f
transfo,m
transformation,f
transfuge,m
transfusée,f
transfuseur,m
transfusion,f
transgresseur,m
transgression,f
transhumance,f
transillumination,f
transistor,m
transit,m
transition,f
translation,f
translocation,f
translucidité,f
transmetteur,m
transmigration,f
transmission,f
transmutation,f
transparence,f
transpiration,f
transplant,m
transport,m
transportation,f
transporté,m
transporteur,m
transposition,f
transposon,m
transsaharienne,f
transsexualisme,m
transsexualité,f
transsibérien,m
transsudat,m
transvestisme,m
trappe,f
trappeur,m
traque,f
traquet,m
traqueur,m
trauma,m
traumatisme,m
traumatologie,f
travail,m
travailleur,m
travailleuse,f
trave,f
travée,f
traveller,m
traveller's chèque,m
travelling,m
traverse,f
traversée,f
traversier,m
traversin,m
traversine,f
travertin,m
travesti,m
travestisme,m
travestissement,m
travois,m
trax,m
trayeuse,f
trayon,m
trébuchement,m
trébuchet,m
trecento,m
trèfle,m
tréflière,f
tréfonds,m
treillage,m
treillard,m
treille,f
treillis,m
treizaine,f
trek,m
trekkeur,m
trekking,m
tréma,m
trémail,m
tremblé,m
tremblement,m
trembleur,m
tremblote,f
tremblotement,m
trémie,f
trémois,m
tremolo,m
trémoussement,m
trempage,m
trempe,f
trempette,f
trempeur,m
tremplin,m
trempoline,m
trémulation,f
trench-coat,m
trente-et-quarante,m
trente-et-un,m
trente,m
trépan,m
trépanation,f
trépané,m
trépanée,f
trépas,m
trépassé,m
trèpe,m
trépidation,f
trépied,m
trépignement,m
tréponème,m
trésor,m
trésorerie,f
trésorier-payeur,m
trésorier,m
trésorière,f
tressaillement,m
tressautement,m
tresse,f
tresseur,m
tréteau,m
trêve,f
triage,m
triangle,m
triangulaire,f
triangulation,f
trianon,m
trias,m
triathlon,m
tribart,m
tribord,m
tribunal,m
tribunat,m
tribune,f
tric,m
tricentenaire,m
triceps,m
tricératops,m
triche,f
tricherie,f
tricheur,m
tricheuse,f
trichinose,f
trichloréthylène,m
trichlorure,m
trichophytie,f
tricoise,f
tricot,m
tricotage,m
tricoteur,m
tricoteuse,f
trictrac,m
tricycle,m
tridi,m
trieuse,f
trifolium,m
triforium,m
trigger,m
trigle,m
triglycéride,m
trigonométrie,f
trigramme,m
trille,m
trilobite,m
trilogie,f
trimard,m
trimardeur,m
trimballage,m
trimeur,m
trinacrie,f
tringle,f
tringlette,f
trinidadienne,f
trinitrine,f
trinôme,m
trinquette,f
triode,f
triolet,m
triolisme,m
triomphalisme,m
triomphateur,m
triomphatrice,f
trional,m
trionix,m
trip,m
tripaille,f
tripang,m
tripatouillage,m
triperie,f
tripette,f
triphosphate,m
tripier,m
tripière,f
triplé,m
triplée,f
triplement,m
triplet,m
triplette,f
triplex,m
triplice,f
tripode,m
tripoli,m
tripotage,m
tripotée,f
tripoteur,m
tripoteuse,f
tripoux,m
triptyque,m
triqueballe,m
trirème,f
trisaïeul,m
trisaïeule,f
trismus,m
trisomie,f
tristesse,f
trithéisme,m
trithérapie,f
tritium,m
triton,m
trituration,f
triumvir,m
trivium,m
trobriandais,m
troc,m
trocart,m
trochanter,m
troche,f
trochure,f
troène,m
troglodyte,m
trogne,f
trognon,m
troïka,f
trois-deux,m
trois-huit,m
trois-points,m
trois-quatre,m
trois-six,m
troll,m
trolle,f
trolley,m
trolleybus,m
trombe,f
trombine,f
trombinoscope,m
tromblon,m
trombone,m
trommel,m
trompe,f
tromperie,f
tronc,m
tronche,f
tronçonneuse,f
trône,m
trop-perçu,m
trop-plein,m
trope,m
tropézienne,f
trophée,m
tropique,m
tropisme,m
troposphère,f
troquet,m
trotskisme,m
trotteur,m
trotteuse,f
trottignolle,m
trottin,m
trottinement,m
trottinette,f
trou-du-cul,m
troubade,m
trouble,m
trouduc,m
trouducuterie,f
trouée,f
troufignard,m
troufignon,m
trouillard,m
trouillarde,f
trouille,f
trouillomètre,m
troupe,f
troupeau,m
troupier,m
trousse,f
troussequin,m
trousseur,m
trouvaille,f
trouvère,m
trouveur,m
troyen,m
truand,m
truandaille,f
truande,f
trublion,m
trucage,m
trucmuche,m
truculence,f
truelle,f
truffe,f
truffier,m
truisme,m
truitelle,f
trumeau,m
truqueuse,f
trusquin,m
trustee,m
trusteeship,m
trypanosome,m
trypanosomiase,f
trypsine,f
tryptophane,m
tsar,m
tsarévitch,m
tsarine,f
tsé-tsé,f
tsoin-tsoin,m
tss-tss,m
tsuica,f
tsunami,m
tu autem,m
tu,m
tub,m
tubage,m
tubard,m
tubardise,f
tube,m
tubercule,m
tuberculeux,m
tuberculine,f
tubérosité,f
tubule,m
tue-loup,m
tué,m
tuée,f
tuerie,f
tueuse,f
tuffeau,m
tuile,f
tuilerie,f
tularémie,f
tulipier,m
tuméfaction,f
tumescence,f
tumulus,m
tuner,m
tunnel,m
tuque,f
turbé,m
turbocompresseur,m
turbopropulseur,m
turboréacteur,m
turbotière,f
turbulence,f
turc,m
turco,m
turcoman,m
turdus,m
turelure,f
turf,m
turgescence,f
turgotine,f
turinois,m
turista,f
turlu,m
turlupin,m
turlupinade,f
turlutaine,f
turlutte,f
turne,f
turnover,m
turpitude,f
turque,f
turquerie,f
turquoise,f
tussilage,m
tussor,m
tutelle,f
tuteur,m
tutrice,f
tutu,m
tutute,f
tuyau,m
tuyautage,m
tuyauté,m
tuyauterie,f
tuyauteur,m
tuyère,f
tweed,m
twill,m
twin-set,m
tympanon,m
type,m
typhoïde,f
typographie,f
typologie,f
typomètre,m
tyranneau,m
tyrannie,f
tyrannosaure,m
tyrolien,m
u,m
ubac,m
ubiquité,f
ufologie,f
uhlan,m
ukase,m
ukrainien,m
ukrainienne,f
ukulélé,m
ulcération,f
ulcère,m
ulna,f
ultima ratio,f
ultra-gauche,f
ultra-son,m
ultravirus,m
umbanda,m
unanimisme,m
unau,m
underground,m
uni,m
unicité,f
uniformisation,f
unilatéralité,f
uniprix,m
unisson,m
unité,f
universal,m
universalisme,m
universalité,f
universel,m
untel,m
upanisad,f
upanishad,m
upas,m
update,f
uppercut,m
urane,m
uranisme,m
uraniste,m
urbanisation,f
urbanité,f
ure,m
urémie,f
uretère,m
uréthane,m
urètre,m
urétrite,f
urinal,m
urine,f
urinoir,m
urne,f
urographie,f
urokinase,f
urologie,f
uroscopie,f
ursuline,f
urticaire,f
urubu,m
urus,m
us,m
usage,m
usagère,f
usinage,m
usine-pilote,f
usinier,m
ustensile,m
ustion,f
usufruit,m
usufruitier,m
usurier,m
usurière,f
usurpation,f
usurpatrice,f
ut,m
utérus,m
utile,m
utilisateur,m
utilisation,f
utilisatrice,f
utilitarisme,m
utopie,f
v,m
va-et-vient,m
va-tout,m
va,m
vacance,f
vacancière,f
vacation,f
vaccin,m
vaccine,f
vachardise,f
vache,f
vacher,m
vachère,f
vacherie,f
vacherin,m
vacillation,f
vacuité,f
vacuole,f
vacuolisation,f
vadrouille,f
vadrouilleur,m
vadrouilleuse,f
vagabondage,m
vagabonde,f
vaginite,f
vagotomie,f
vaincu,m
vaincue,f
vair,m
vairon,m
vaisseau-amiral,m
vaisseau,m
vaisselle,f
valdôtain,m
valence,f
valencien,m
valencienne,f
valentin,m
valentine,f
valentinien,m
valériane,f
valet,m
valetaille,f
valeur-refuge,f
valeur,f
validation,f
validé,m
validité,f
valise,f
valkyrie,f
vallée,f
valleuse,f
vallon,m
valorisation,f
valpolicella,m
valse-hésitation,f
valseuse,f
valvule,f
vamp-club,f
vamp,f
vampirisme,m
vandoise,f
vanité,f
vaniteuse,f
vanity-case,m
vanne,f
vanneau,m
vannerie,f
vanneur,m
vannier,m
vannière,f
vantail,m
vantard,m
vantardise,f
vanterie,f
vape,f
vaporetto,m
vaporisateur,m
vaporisation,f
vaps,f
vaquero,m
var,m
varan,m
varappe,f
varappeur,m
varenne,f
vareuse,f
varia,m
variabilité,f
variable,f
variance,f
variante,f
variateur,m
variation,f
variété,f
variole,f
variorum,m
varlet,m
varlope,f
varon,m
varsovien,m
vasais,m
vasculo-nerveux,m
vasectomie,f
vasière,f
vasoconstriction,f
vasodilatation,f
vasopressine,f
vasque,f
vassal,m
vassalité,f
vastité,f
vastitude,f
vater,m
vaticination,f
vau-l'eau,m
vau,m
vaudeville,m
vaudois,m
vaudou,m
vaudouisme,m
vaurienne,f
vautour,m
vautre,m
vauxhall,m
vécés,m
vecteur,m
vécu,m
vedettariat,m
vedette,f
végétal,m
végétalien,m
végétalienne,f
végétalisme,m
végétarien,m
végétarisme,m
végétation,f
véhémence,f
véhicule,m
veille,f
veillée,f
veilleur,m
veilleuse,f
veinard,m
veine,f
veinule,f
veinure,f
vêlage,m
vélaire,f
vélar,m
velcro,m
veld,m
veldt,m
vélin,m
velléité,f
vélo-cross,m
vélo-pousse,m
vélo,m
vélocipède,m
vélocité,f
vélodrome,m
vélomoteur,m
velte,f
velum,m
velux,m
velvet,m
venaison,f
vénalité,f
vendange,f
vendangeur,m
vendangeuse,f
vendéen,m
vendémiaire,m
vendetta,f
vendeuse,f
vendredi,m
vendu,m
vendue,f
vénérable,m
vénération,f
vénéréologie,f
vénerie,f
venette,f
vénézuélien,m
vengeance,f
vengeresse,f
venin,m
venise,f
vénitien,m
vénitienne,f
vent,m
vente,f
ventilation,f
ventilo,m
ventis,m
ventre,m
ventricule,m
ventrière,f
ventriloquie,f
ventripotent,m
venu,m
vénus,f
vénusté,f
vêpre,f
vêpre2,m
véracité,f
véranda,f
verbalisation,f
verbatim,m
verbe,m
verbiage,m
verbosité,f
verdeur,f
verdier,m
verdine,f
verdoiement,m
verdure,f
verge,f
vergence,f
verger,m
vergeture,f
verglas,m
vergogne,f
vergue,f
vérif,f
vérificateur,m
vérification,f
vérificatrice,f
vérifieur,m
vérin,m
vérité,f
verjus,m
vermeil,m
vermicelle,m
vermifuge,m
vermine,f
vermoulure,f
vermout,m
verne,m
vernier,m
vernissage,m
vernisseur,m
vérole,f
véronal,m
véronique,f
verrat,m
verrier,m
verroterie,f
verrou,m
verrouillage,m
verrue,f
versatilité,f
verse,f
verseau,m
verset,m
verseuse,f
versiculet,m
versificateur,m
versification,f
version,f
verste,f
vert-galant,m
vert-jaune,m
vertébré,m
vertex,m
vertical,m
verticalité,f
verticille,m
vertigo,m
vertugadin,m
verve,f
verveine,f
vésanie,f
vesce,f
vésicule,f
vespa,f
vespasienne,f
vesprée,f
vesse-de-loup,f
vessie,f
vestalat,m
vestale,f
veste,f
vestiaire,m
vestige,m
veston,m
vêtement,m
vétéran,m
vétille,f
vétiver,m
veto,m
vêture,f
vétusté,f
veulerie,f
veuvage,m
veuve,f
vexation,f
viabilité,f
viagra,m
viandard,m
viande,f
viandox,m
viatique,m
vibraphone,m
vibrateur,m
vibration,f
vibrato,m
vibreur,m
vibrisse,f
vibro-masseur,m
vice-chancelier,m
vice-consul,m
vice-premier,m
vice-présidence,f
vice-président,m
vice-présidente,f
vice-recteur,m
vice-roi,m
vicelardise,f
vichy,m
vichysme,m
vichyssois,m
vicieuse,f
vicinalité,f
vicissitude,f
vicomté,f
vicomtesse,f
victimaire,m
victimologie,f
victuaille,f
vidage,m
vidame,m
vidange,f
vidangeur,m
vide-gousset,m
vide-greniers,m
vide-ordure,m
vide-poche,m
vide-poches,m
vidéo-espion,m
vidéo,f
vidéocassette,f
vidéoclip,m
vidéoclub,m
vidéoconférence,f
vidéogramme,m
vidéophone,m
vidéophonie,f
vidéosurveillance,f
vidéothèque,f
vidicon,m
viduité,f
vidure,f
vieillard,m
vieille,f
vieillerie,f
vieillesse,f
vieillissement,m
vielle,f
vielleux,m
viennois,m
viennoiserie,f
vieux-rose,m
vieux,m
vif-argent,m
vif,m
vigie,f
vigilance,f
vigne,f
vigneau,m
vigneron,m
vignette,f
vignoble,m
viking,m
vilain,m
vilebrequin,m
vilenie,f
villa,f
villageois,m
villageoise,f
ville-champignon,f
ville-dortoir,f
ville,f
villégiature,f
villes-clé,f
vina,f
vinaigre,m
vinaigrette,f
vingt-et-un,m
vingt-et-une,f
vinificatrice,f
vintage,m
vinyle,m
vioc,m
viocard,m
viol,m
violation,f
viole,f
violence,f
violent,m
violet,m
violette,f
violeur,m
violeuse,f
violine,m
violon,m
violoncelle,m
violoneux,m
viorne,f
vipère,f
vipéreau,m
virage,m
virago,f
vire,f
virée,f
virevolte,f
virginal,m
virginie,m
virginien,m
virginité,f
virole,f
virolet,m
virologie,f
virtualité,f
virtuosité,f
virus,m
vis-à-vis,m
vis,f
visa,m
visage,m
viscère,m
viscose,f
viscosité,f
visé,m
visée,f
vishnouisme,m
visioconférence,f
vision,f
visionnage,m
visionnaire,m
visionneuse,f
visiophone,m
visitandine,f
visite-éclair,f
visiteur,m
visiteuse,f
visserie,f
visualisation,f
vit,m
vitalité,f
viticultrice,f
viticulture,f
vitiligo,m
vitrage,m
vitrauphanie,f
vitre,f
vitrier,m
vitrine,f
vitriol,m
vitrioleur,m
vitupération,f
vivacité,f
vivandier,m
vivandière,f
vivant,m
vivat,m
vivats,m
vive,f
vivier,m
vivification,f
vivisecteur,m
vivisection,f
vivre,m
vizir,m
vocable,m
vocabulaire,m
vocalisation,f
vocatif,m
vocation,f
vocifération,f
vocodeur,m
voilage,m
voilette,f
voilure,f
voisin,m
voisine,f
voiture-balai,f
voiture-bar,f
voiture-lit,f
voiture-restaurant,f
voiture,f
voiturier,m
voiturin,m
voïvodie,f
voix-off,f
vol-au-vent,m
volaille,f
volailler,m
volant,m
volapük,m
volatile,m
volatilisation,f
volatilité,f
vole,f
volée,f
volémie,f
volerie,f
volet,m
voleur,m
voleuse,f
volière,f
volige,f
volition,f
volley-ball,m
volleyeur,m
volontariat,m
volontarisme,m
volonté,f
voltage,m
voltaire,m
volte-face,f
voltige,f
voltigement,m
volubilité,f
volume,m
volupté,f
volute,f
volvaire,f
volve,f
vomi,m
vomissement,m
vomissure,f
vomitif,m
vomito negro,m
vomitoire,m
vopo,m
voracité,f
vortex,m
vosgien,m
votant,m
vouge,f
vouloir,m
voussure,f
voûte,f
vouvoiement,m
vouvray,m
vox populi,f
voyage,m
voyages-éclair,m
voyageuse,f
voyante,f
voyelle,f
